Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Private
Ocultation by Ananke,01/30/2019,02:39,01/30/2019,02:39,False,"Coord Star: 17 08 16.3848 -21 44 53.8620
C/A: 0.416 arcsec
P/A 184.06 deg
Velocity: 32.7 km/s
Distance: 5.82 AU
MagR: 16.7
",False
Ocultation by Ananke,01/30/2019,08:40,01/30/2019,08:40,False,"Coord Star: 17 08 28.3822 -21 45 04.4240
C/A: 1.694 arcsec
P/A 184.04 deg
Velocity: 32.61 km/s
Distance: 5.81 AU
MagR: 15.3
",False
Ocultation by Ananke,01/31/2019,05:39,01/31/2019,05:39,False,"Coord Star: 17 09 10.0451 -21 45 46.9460
C/A: 0.107 arcsec
P/A 3.99 deg
Velocity: 32.28 km/s
Distance: 5.8 AU
MagR: 16.0
",False
Ocultation by Ananke,01/31/2019,12:01,01/31/2019,12:01,False,"Coord Star: 17 09 22.6182 -21 46 00.4550
C/A: 1.455 arcsec
P/A 3.96 deg
Velocity: 32.18 km/s
Distance: 5.8 AU
MagR: 17.0
",False
Ocultation by Ananke,01/31/2019,13:51,01/31/2019,13:51,False,"Coord Star: 17 09 26.2257 -21 46 01.7310
C/A: 0.74 arcsec
P/A 183.95 deg
Velocity: 32.15 km/s
Distance: 5.8 AU
MagR: 16.9
",False
Ocultation by Ananke,01/31/2019,21:03,01/31/2019,21:03,False,"Coord Star: 17 09 40.3886 -21 46 16.8030
C/A: 0.718 arcsec
P/A 3.94 deg
Velocity: 32.04 km/s
Distance: 5.8 AU
MagR: 16.4
",False
Ocultation by Ananke,02/01/2019,02:23,02/01/2019,02:23,False,"Coord Star: 17 09 50.8800 -21 46 26.2970
C/A: 0.179 arcsec
P/A 3.93 deg
Velocity: 31.95 km/s
Distance: 5.79 AU
MagR: 17.0
",False
Ocultation by Ananke,02/01/2019,16:52,02/01/2019,16:52,False,"Coord Star: 17 10 19.1960 -21 46 52.7190
C/A: 0.271 arcsec
P/A 183.87 deg
Velocity: 31.72 km/s
Distance: 5.79 AU
MagR: 16.9
",False
Ocultation by Ananke,02/01/2019,21:02,02/01/2019,21:02,False,"Coord Star: 17 10 27.2750 -21 47 02.4190
C/A: 1.81 arcsec
P/A 3.87 deg
Velocity: 31.65 km/s
Distance: 5.78 AU
MagR: 16.6
",False
Ocultation by Ananke,02/02/2019,12:07,02/02/2019,12:07,False,"Coord Star: 17 10 56.5576 -21 47 29.2790
C/A: 1.274 arcsec
P/A 3.82 deg
Velocity: 31.41 km/s
Distance: 5.78 AU
MagR: 16.5
",False
Ocultation by Ananke,02/02/2019,13:07,02/02/2019,13:07,False,"Coord Star: 17 10 58.4878 -21 47 28.6510
C/A: 1.143 arcsec
P/A 183.82 deg
Velocity: 31.4 km/s
Distance: 5.78 AU
MagR: 16.5
",False
Ocultation by Ananke,02/02/2019,16:36,02/02/2019,16:36,False,"Coord Star: 17 11 05.1986 -21 47 37.4410
C/A: 1.41 arcsec
P/A 3.81 deg
Velocity: 31.34 km/s
Distance: 5.77 AU
MagR: 15.7
",False
Ocultation by Ananke,02/03/2019,07:33,02/03/2019,07:33,False,"Coord Star: 17 11 33.9796 -21 48 01.4080
C/A: 1.145 arcsec
P/A 183.76 deg
Velocity: 31.09 km/s
Distance: 5.77 AU
MagR: 16.5
",False
Ocultation by Ananke,02/07/2019,01:49,02/07/2019,01:49,False,"Coord Star: 17 14 23.5672 -21 50 34.2650
C/A: 1.475 arcsec
P/A 3.52 deg
Velocity: 29.58 km/s
Distance: 5.72 AU
MagR: 14.1
",False
Ocultation by Ananke,02/08/2019,11:41,02/08/2019,11:41,False,"Coord Star: 17 15 25.3558 -21 51 24.4910
C/A: 0.477 arcsec
P/A 183.42 deg
Velocity: 29.0 km/s
Distance: 5.7 AU
MagR: 16.9
",False
Ocultation by Ananke,02/08/2019,21:07,02/08/2019,21:07,False,"Coord Star: 17 15 42.3733 -21 51 38.7460
C/A: 0.359 arcsec
P/A 183.4 deg
Velocity: 28.83 km/s
Distance: 5.7 AU
MagR: 16.1
",False
Ocultation by Ananke,02/09/2019,02:10,02/09/2019,02:10,False,"Coord Star: 17 15 51.4519 -21 51 47.8090
C/A: 1.2 arcsec
P/A 3.39 deg
Velocity: 28.74 km/s
Distance: 5.7 AU
MagR: 16.5
",False
Ocultation by Ananke,02/09/2019,23:51,02/09/2019,23:51,False,"Coord Star: 17 16 30.1750 -21 52 19.6260
C/A: 1.347 arcsec
P/A 3.33 deg
Velocity: 28.36 km/s
Distance: 5.69 AU
MagR: 16.7
",False
Ocultation by Ananke,02/10/2019,04:33,02/10/2019,04:33,False,"Coord Star: 17 16 38.4969 -21 52 25.5740
C/A: 0.559 arcsec
P/A 3.33 deg
Velocity: 28.28 km/s
Distance: 5.68 AU
MagR: 14.9
",False
Ocultation by Ananke,02/10/2019,13:22,02/10/2019,13:22,False,"Coord Star: 17 16 54.0829 -21 52 39.0490
C/A: 1.475 arcsec
P/A 3.3 deg
Velocity: 28.12 km/s
Distance: 5.68 AU
MagR: 16.2
",False
Ocultation by Ananke,02/11/2019,06:25,02/11/2019,06:25,False,"Coord Star: 17 17 23.9923 -21 53 03.0400
C/A: 1.603 arcsec
P/A 3.26 deg
Velocity: 27.82 km/s
Distance: 5.67 AU
MagR: 16.4
",False
Ocultation by Ananke,02/11/2019,14:46,02/11/2019,14:46,False,"Coord Star: 17 17 38.5461 -21 53 13.0100
C/A: 0.071 arcsec
P/A 3.25 deg
Velocity: 27.67 km/s
Distance: 5.67 AU
MagR: 16.6
",False
Ocultation by Ananke,02/12/2019,00:38,02/12/2019,00:38,False,"Coord Star: 17 17 55.6662 -21 53 26.1250
C/A: 0.25 arcsec
P/A 183.21 deg
Velocity: 27.49 km/s
Distance: 5.66 AU
MagR: 16.5
",False
Ocultation by Ananke,02/12/2019,09:17,02/12/2019,09:17,False,"Coord Star: 17 18 10.5937 -21 53 36.6560
C/A: 1.355 arcsec
P/A 183.2 deg
Velocity: 27.34 km/s
Distance: 5.66 AU
MagR: 16.7
",False
Ocultation by Ananke,02/12/2019,12:17,02/12/2019,12:17,False,"Coord Star: 17 18 15.7491 -21 53 43.3170
C/A: 1.299 arcsec
P/A 3.19 deg
Velocity: 27.28 km/s
Distance: 5.65 AU
MagR: 16.0
",False
Ocultation by Ananke,02/13/2019,05:46,02/13/2019,05:46,False,"Coord Star: 17 18 45.6441 -21 54 03.2200
C/A: 1.827 arcsec
P/A 183.15 deg
Velocity: 26.97 km/s
Distance: 5.64 AU
MagR: 16.6
",False
Ocultation by Ananke,02/13/2019,07:57,02/13/2019,07:57,False,"Coord Star: 17 18 49.3402 -21 54 08.7750
C/A: 0.897 arcsec
P/A 3.15 deg
Velocity: 26.93 km/s
Distance: 5.64 AU
MagR: 15.7
",False
Ocultation by Ananke,02/14/2019,17:07,02/14/2019,17:07,False,"Coord Star: 17 19 45.1671 -21 54 50.6300
C/A: 0.586 arcsec
P/A 3.07 deg
Velocity: 26.32 km/s
Distance: 5.63 AU
MagR: 16.8
",False
Ocultation by Ananke,02/15/2019,16:44,02/15/2019,16:44,False,"Coord Star: 17 20 24.2428 -21 55 19.4800
C/A: 0.514 arcsec
P/A 3.02 deg
Velocity: 25.89 km/s
Distance: 5.61 AU
MagR: 16.2
",False
Ocultation by Ananke,02/16/2019,20:15,02/16/2019,20:15,False,"Coord Star: 17 21 09.0475 -21 55 50.6280
C/A: 0.915 arcsec
P/A 182.96 deg
Velocity: 25.37 km/s
Distance: 5.6 AU
MagR: 16.3
",False
Ocultation by Ananke,02/17/2019,11:16,02/17/2019,11:16,False,"Coord Star: 17 21 33.1900 -21 56 08.2440
C/A: 0.602 arcsec
P/A 182.93 deg
Velocity: 25.1 km/s
Distance: 5.59 AU
MagR: 16.7
",False
Ocultation by Ananke,02/17/2019,12:48,02/17/2019,12:48,False,"Coord Star: 17 21 35.6408 -21 56 09.7280
C/A: 0.865 arcsec
P/A 182.93 deg
Velocity: 25.06 km/s
Distance: 5.59 AU
MagR: 10.2
",False
Ocultation by Ananke,02/20/2019,06:29,02/20/2019,06:29,False,"Coord Star: 17 23 18.3441 -21 57 21.5110
C/A: 0.737 arcsec
P/A 182.81 deg
Velocity: 23.82 km/s
Distance: 5.55 AU
MagR: 16.2
",False
Ocultation by Ananke,02/21/2019,21:03,02/21/2019,21:03,False,"Coord Star: 17 24 16.5291 -21 57 59.8450
C/A: 1.724 arcsec
P/A 182.75 deg
Velocity: 23.08 km/s
Distance: 5.53 AU
MagR: 15.5
",False
Ocultation by Ananke,02/22/2019,06:59,02/22/2019,06:59,False,"Coord Star: 17 24 31.2472 -21 58 10.7210
C/A: 0.661 arcsec
P/A 182.74 deg
Velocity: 22.89 km/s
Distance: 5.53 AU
MagR: 16.7
",False
Ocultation by Ananke,02/22/2019,11:15,02/22/2019,11:15,False,"Coord Star: 17 24 37.5312 -21 58 16.7190
C/A: 1.163 arcsec
P/A 2.73 deg
Velocity: 22.81 km/s
Distance: 5.52 AU
MagR: 16.6
",False
Ocultation by Ananke,02/25/2019,03:04,02/25/2019,03:04,False,"Coord Star: 17 26 09.2224 -21 59 16.6650
C/A: 1.263 arcsec
P/A 2.64 deg
Velocity: 21.56 km/s
Distance: 5.49 AU
MagR: 16.5
",False
Ocultation by Ananke,02/25/2019,20:53,02/25/2019,20:53,False,"Coord Star: 17 26 33.9900 -21 59 33.1820
C/A: 1.924 arcsec
P/A 2.62 deg
Velocity: 21.21 km/s
Distance: 5.48 AU
MagR: 15.3
",False
Ocultation by Ananke,02/26/2019,11:51,02/26/2019,11:51,False,"Coord Star: 17 26 54.5474 -21 59 43.2900
C/A: 1.036 arcsec
P/A 182.61 deg
Velocity: 20.91 km/s
Distance: 5.47 AU
MagR: 16.2
",False
Ocultation by Ananke,02/27/2019,08:50,02/27/2019,08:50,False,"Coord Star: 17 27 22.8984 -22 00 01.0590
C/A: 1.166 arcsec
P/A 182.59 deg
Velocity: 20.49 km/s
Distance: 5.46 AU
MagR: 15.5
",False
Ocultation by Ananke,02/28/2019,17:31,02/28/2019,17:31,False,"Coord Star: 17 28 06.0233 -22 00 29.3580
C/A: 0.155 arcsec
P/A 2.56 deg
Velocity: 19.83 km/s
Distance: 5.44 AU
MagR: 16.1
",False
Ocultation by Ananke,03/01/2019,06:36,03/01/2019,06:36,False,"Coord Star: 17 28 22.9296 -22 00 38.8520
C/A: 0.851 arcsec
P/A 182.55 deg
Velocity: 19.56 km/s
Distance: 5.43 AU
MagR: 15.2
",False
Ocultation by Ananke,03/01/2019,23:47,03/01/2019,23:47,False,"Coord Star: 17 28 44.8173 -22 00 54.6480
C/A: 1.399 arcsec
P/A 2.54 deg
Velocity: 19.21 km/s
Distance: 5.42 AU
MagR: 14.4
",False
Ocultation by Ananke,03/04/2019,10:16,03/04/2019,10:16,False,"Coord Star: 17 29 56.6751 -22 01 37.9480
C/A: 0.553 arcsec
P/A 2.52 deg
Velocity: 18.0 km/s
Distance: 5.38 AU
MagR: 15.5
",False
Ocultation by Ananke,03/05/2019,04:32,03/05/2019,04:32,False,"Coord Star: 17 30 18.2480 -22 01 51.4610
C/A: 0.868 arcsec
P/A 2.52 deg
Velocity: 17.62 km/s
Distance: 5.37 AU
MagR: 16.0
",False
Ocultation by Ananke,03/05/2019,09:24,03/05/2019,09:24,False,"Coord Star: 17 30 23.9223 -22 01 53.0050
C/A: 1.055 arcsec
P/A 182.52 deg
Velocity: 17.52 km/s
Distance: 5.37 AU
MagR: 16.2
",False
Ocultation by Ananke,03/06/2019,07:52,03/06/2019,07:52,False,"Coord Star: 17 30 49.7418 -22 02 10.3280
C/A: 0.474 arcsec
P/A 2.52 deg
Velocity: 17.05 km/s
Distance: 5.36 AU
MagR: 13.9
",False
Ocultation by Ananke,03/06/2019,08:07,03/06/2019,08:07,False,"Coord Star: 17 30 50.0324 -22 02 11.5070
C/A: 1.474 arcsec
P/A 2.52 deg
Velocity: 17.05 km/s
Distance: 5.36 AU
MagR: 14.1
",False
Ocultation by Ananke,03/07/2019,20:36,03/07/2019,20:36,False,"Coord Star: 17 31 30.5916 -22 02 34.7180
C/A: 0.18 arcsec
P/A 182.53 deg
Velocity: 16.28 km/s
Distance: 5.34 AU
MagR: 14.9
",False
Ocultation by Ananke,03/08/2019,16:40,03/08/2019,16:40,False,"Coord Star: 17 31 52.1805 -22 02 47.3120
C/A: 0.886 arcsec
P/A 182.55 deg
Velocity: 15.86 km/s
Distance: 5.32 AU
MagR: 16.2
",False
Ocultation by Ananke,03/08/2019,22:27,03/08/2019,22:27,False,"Coord Star: 17 31 58.2994 -22 02 52.1140
C/A: 0.133 arcsec
P/A 2.55 deg
Velocity: 15.73 km/s
Distance: 5.32 AU
MagR: 15.6
",False
Ocultation by Ananke,03/10/2019,01:05,03/10/2019,01:05,False,"Coord Star: 17 32 25.9285 -22 03 09.1230
C/A: 0.02 arcsec
P/A 182.56 deg
Velocity: 15.17 km/s
Distance: 5.3 AU
MagR: 16.0
",False
Ocultation by Ananke,03/11/2019,06:56,03/11/2019,06:56,False,"Coord Star: 17 32 55.7905 -22 03 26.6860
C/A: 1.216 arcsec
P/A 182.6 deg
Velocity: 14.53 km/s
Distance: 5.29 AU
MagR: 12.1
",False
Ocultation by Ananke,03/11/2019,10:05,03/11/2019,10:05,False,"Coord Star: 17 32 58.8748 -22 03 29.8720
C/A: 0.013 arcsec
P/A 2.63 deg
Velocity: 14.47 km/s
Distance: 5.28 AU
MagR: 15.6
",False
Ocultation by Ananke,03/11/2019,14:11,03/11/2019,14:11,False,"Coord Star: 17 33 02.8661 -22 03 30.4680
C/A: 1.919 arcsec
P/A 182.62 deg
Velocity: 14.38 km/s
Distance: 5.28 AU
MagR: 16.1
",False
Ocultation by Ananke,03/12/2019,00:37,03/12/2019,00:37,False,"Coord Star: 17 33 12.9246 -22 03 39.0390
C/A: 0.24 arcsec
P/A 2.63 deg
Velocity: 14.16 km/s
Distance: 5.28 AU
MagR: 16.1
",False
Ocultation by Ananke,03/13/2019,14:05,03/13/2019,14:05,False,"Coord Star: 17 33 47.8478 -22 04 01.7050
C/A: 0.309 arcsec
P/A 2.7 deg
Velocity: 13.36 km/s
Distance: 5.25 AU
MagR: 15.2
",False
Ocultation by Ananke,03/14/2019,17:26,03/14/2019,17:26,False,"Coord Star: 17 34 12.1569 -22 04 16.8470
C/A: 0.678 arcsec
P/A 182.76 deg
Velocity: 12.78 km/s
Distance: 5.24 AU
MagR: 15.1
",False
Ocultation by Ananke,03/16/2019,17:14,03/16/2019,17:14,False,"Coord Star: 17 34 52.1868 -22 04 44.7830
C/A: 0.289 arcsec
P/A 182.91 deg
Velocity: 11.75 km/s
Distance: 5.21 AU
MagR: 15.9
",False
Ocultation by Ananke,03/17/2019,02:25,03/17/2019,02:25,False,"Coord Star: 17 34 59.5188 -22 04 51.2590
C/A: 0.972 arcsec
P/A 2.94 deg
Velocity: 11.56 km/s
Distance: 5.2 AU
MagR: 15.9
",False
Ocultation by Ananke,03/17/2019,14:21,03/17/2019,14:21,False,"Coord Star: 17 35 08.8610 -22 04 58.8660
C/A: 1.845 arcsec
P/A 2.99 deg
Velocity: 11.3 km/s
Distance: 5.2 AU
MagR: 15.4
",False
Ocultation by Ananke,03/18/2019,08:33,03/18/2019,08:33,False,"Coord Star: 17 35 22.7616 -22 05 07.0700
C/A: 0.174 arcsec
P/A 183.07 deg
Velocity: 10.91 km/s
Distance: 5.18 AU
MagR: 15.3
",False
Ocultation by Ananke,03/18/2019,10:53,03/18/2019,10:53,False,"Coord Star: 17 35 24.5041 -22 05 09.3460
C/A: 0.8 arcsec
P/A 3.08 deg
Velocity: 10.86 km/s
Distance: 5.18 AU
MagR: 15.4
",False
Ocultation by Ananke,03/18/2019,16:18,03/18/2019,16:18,False,"Coord Star: 17 35 28.5306 -22 05 12.2220
C/A: 0.652 arcsec
P/A 3.11 deg
Velocity: 10.74 km/s
Distance: 5.18 AU
MagR: 15.8
",False
Ocultation by Ananke,03/19/2019,16:54,03/19/2019,16:54,False,"Coord Star: 17 35 46.3111 -22 05 24.3450
C/A: 0.888 arcsec
P/A 183.23 deg
Velocity: 10.22 km/s
Distance: 5.17 AU
MagR: 15.2
",False
Ocultation by Ananke,03/20/2019,05:41,03/20/2019,05:41,False,"Coord Star: 17 35 55.1967 -22 05 34.0830
C/A: 1.8 arcsec
P/A 3.3 deg
Velocity: 9.94 km/s
Distance: 5.16 AU
MagR: 15.5
",False
Ocultation by Ananke,03/20/2019,23:22,03/20/2019,23:22,False,"Coord Star: 17 36 07.1347 -22 05 42.5980
C/A: 0.59 arcsec
P/A 3.41 deg
Velocity: 9.56 km/s
Distance: 5.15 AU
MagR: 15.6
",False
Ocultation by Ananke,03/21/2019,07:08,03/21/2019,07:08,False,"Coord Star: 17 36 12.2402 -22 05 46.9990
C/A: 0.73 arcsec
P/A 3.46 deg
Velocity: 9.4 km/s
Distance: 5.14 AU
MagR: 14.0
",False
Ocultation by Ananke,03/21/2019,08:54,03/21/2019,08:54,False,"Coord Star: 17 36 13.3957 -22 05 45.8130
C/A: 1.426 arcsec
P/A 183.48 deg
Velocity: 9.36 km/s
Distance: 5.14 AU
MagR: 15.6
",False
Ocultation by Ananke,03/21/2019,12:04,03/21/2019,12:04,False,"Coord Star: 17 36 15.4496 -22 05 47.8540
C/A: 1.124 arcsec
P/A 183.5 deg
Velocity: 9.29 km/s
Distance: 5.14 AU
MagR: 14.7
",False
Ocultation by Ananke,03/21/2019,21:41,03/21/2019,21:41,False,"Coord Star: 17 36 21.5832 -22 05 52.7040
C/A: 1.535 arcsec
P/A 183.56 deg
Velocity: 9.09 km/s
Distance: 5.13 AU
MagR: 13.9
",False
Ocultation by Ananke,03/22/2019,05:47,03/22/2019,05:47,False,"Coord Star: 17 36 26.6290 -22 05 59.6620
C/A: 1.01 arcsec
P/A 3.63 deg
Velocity: 8.91 km/s
Distance: 5.13 AU
MagR: 14.0
",False
Ocultation by Ananke,03/22/2019,17:54,03/22/2019,17:54,False,"Coord Star: 17 36 34.0436 -22 06 03.4830
C/A: 1.785 arcsec
P/A 183.73 deg
Velocity: 8.65 km/s
Distance: 5.12 AU
MagR: 15.2
",False
Ocultation by Ananke,03/23/2019,23:06,03/23/2019,23:06,False,"Coord Star: 17 36 51.0025 -22 06 22.8570
C/A: 1.7 arcsec
P/A 4.0 deg
Velocity: 8.03 km/s
Distance: 5.1 AU
MagR: 11.8
",False
Ocultation by Ananke,03/27/2019,06:57,03/27/2019,06:57,False,"Coord Star: 17 37 31.1223 -22 07 04.9210
C/A: 0.341 arcsec
P/A 5.05 deg
Velocity: 6.31 km/s
Distance: 5.06 AU
MagR: 14.2
",False
Ocultation by Ananke,03/27/2019,15:21,03/27/2019,15:21,False,"Coord Star: 17 37 34.7906 -22 07 10.6710
C/A: 1.519 arcsec
P/A 5.19 deg
Velocity: 6.13 km/s
Distance: 5.05 AU
MagR: 14.8
",False
Ocultation by Ananke,03/27/2019,21:03,03/27/2019,21:03,False,"Coord Star: 17 37 37.2459 -22 07 10.4480
C/A: 1.823 arcsec
P/A 185.3 deg
Velocity: 6.01 km/s
Distance: 5.05 AU
MagR: 14.3
",False
Ocultation by Ananke,03/30/2019,11:12,03/30/2019,11:12,False,"Coord Star: 17 38 00.6728 -22 07 47.4630
C/A: 1.113 arcsec
P/A 6.84 deg
Velocity: 4.68 km/s
Distance: 5.01 AU
MagR: 14.2
",False
Ocultation by Ananke,03/31/2019,23:31,03/31/2019,23:31,False,"Coord Star: 17 38 11.6999 -22 08 07.6280
C/A: 1.165 arcsec
P/A 8.23 deg
Velocity: 3.9 km/s
Distance: 4.99 AU
MagR: 14.2
",False
Ocultation by Ananke,04/02/2019,05:42,04/02/2019,05:42,False,"Coord Star: 17 38 19.3729 -22 08 23.6870
C/A: 0.338 arcsec
P/A 9.93 deg
Velocity: 3.27 km/s
Distance: 4.97 AU
MagR: 14.2
",False
Ocultation by Ananke,04/03/2019,01:40,04/03/2019,01:40,False,"Coord Star: 17 38 23.6956 -22 08 33.9970
C/A: 0.606 arcsec
P/A 191.44 deg
Velocity: 2.85 km/s
Distance: 4.96 AU
MagR: 14.1
",False
Ocultation by Ananke,04/11/2019,17:28,04/11/2019,17:28,False,"Coord Star: 17 38 32.6704 -22 10 37.3810
C/A: 0.748 arcsec
P/A 338.94 deg
Velocity: -1.67 km/s
Distance: 4.85 AU
MagR: 13.2
",False
Ocultation by Ananke,04/14/2019,13:42,04/14/2019,13:42,False,"Coord Star: 17 38 21.2895 -22 11 17.7400
C/A: 1.444 arcsec
P/A 168.18 deg
Velocity: -2.99 km/s
Distance: 4.81 AU
MagR: 13.4
",False
Ocultation by Ananke,04/17/2019,01:13,04/17/2019,01:13,False,"Coord Star: 17 38 05.7092 -22 11 56.4480
C/A: 0.789 arcsec
P/A 171.34 deg
Velocity: -4.14 km/s
Distance: 4.78 AU
MagR: 14.3
",False
Ocultation by Ananke,04/17/2019,06:19,04/17/2019,06:19,False,"Coord Star: 17 38 04.1337 -22 12 00.6340
C/A: 0.093 arcsec
P/A 351.53 deg
Velocity: -4.24 km/s
Distance: 4.78 AU
MagR: 13.1
",False
Ocultation by Ananke,04/18/2019,15:27,04/18/2019,15:27,False,"Coord Star: 17 37 52.9231 -22 12 23.2540
C/A: 1.064 arcsec
P/A 352.57 deg
Velocity: -4.88 km/s
Distance: 4.76 AU
MagR: 14.6
",False
Ocultation by Ananke,04/19/2019,23:23,04/19/2019,23:23,False,"Coord Star: 17 37 40.5528 -22 12 42.3200
C/A: 1.025 arcsec
P/A 173.34 deg
Velocity: -5.48 km/s
Distance: 4.74 AU
MagR: 14.7
",False
Ocultation by Ananke,04/22/2019,19:14,04/22/2019,19:14,False,"Coord Star: 17 37 09.3494 -22 13 29.1620
C/A: 0.144 arcsec
P/A 354.51 deg
Velocity: -6.74 km/s
Distance: 4.71 AU
MagR: 15.3
",False
Ocultation by Ananke,04/24/2019,18:44,04/24/2019,18:44,False,"Coord Star: 17 36 43.5022 -22 14 00.2800
C/A: 1.254 arcsec
P/A 175.1 deg
Velocity: -7.61 km/s
Distance: 4.69 AU
MagR: 15.0
",False
Ocultation by Ananke,04/25/2019,12:17,04/25/2019,12:17,False,"Coord Star: 17 36 33.1495 -22 14 14.1490
C/A: 0.526 arcsec
P/A 355.28 deg
Velocity: -7.92 km/s
Distance: 4.68 AU
MagR: 15.5
",False
Ocultation by Ananke,04/27/2019,01:06,04/27/2019,01:06,False,"Coord Star: 17 36 09.9663 -22 14 39.3990
C/A: 0.261 arcsec
P/A 355.64 deg
Velocity: -8.57 km/s
Distance: 4.66 AU
MagR: 14.4
",False
Ocultation by Ananke,04/28/2019,06:40,04/28/2019,06:40,False,"Coord Star: 17 35 49.9723 -22 14 59.4480
C/A: 0.265 arcsec
P/A 175.88 deg
Velocity: -9.09 km/s
Distance: 4.65 AU
MagR: 15.5
",False
Ocultation by Ananke,04/28/2019,18:34,04/28/2019,18:34,False,"Coord Star: 17 35 41.5749 -22 15 09.2550
C/A: 1.235 arcsec
P/A 355.97 deg
Velocity: -9.29 km/s
Distance: 4.64 AU
MagR: 15.6
",False
Ocultation by Ananke,04/28/2019,21:14,04/28/2019,21:14,False,"Coord Star: 17 35 39.6603 -22 15 09.2410
C/A: 0.641 arcsec
P/A 175.99 deg
Velocity: -9.34 km/s
Distance: 4.64 AU
MagR: 15.4
",False
Ocultation by Ananke,04/29/2019,08:52,04/29/2019,08:52,False,"Coord Star: 17 35 31.2209 -22 15 16.9310
C/A: 1.074 arcsec
P/A 176.08 deg
Velocity: -9.53 km/s
Distance: 4.64 AU
MagR: 14.5
",False
Ocultation by Ananke,04/29/2019,09:48,04/29/2019,09:48,False,"Coord Star: 17 35 30.5346 -22 15 16.6970
C/A: 1.958 arcsec
P/A 176.08 deg
Velocity: -9.55 km/s
Distance: 4.64 AU
MagR: 15.2
",False
Ocultation by Ananke,04/29/2019,10:54,04/29/2019,10:54,False,"Coord Star: 17 35 29.7361 -22 15 19.2000
C/A: 0.218 arcsec
P/A 176.09 deg
Velocity: -9.57 km/s
Distance: 4.64 AU
MagR: 15.4
",False
Ocultation by Ananke,04/30/2019,06:07,04/30/2019,06:07,False,"Coord Star: 17 35 15.3252 -22 15 31.1030
C/A: 1.748 arcsec
P/A 176.22 deg
Velocity: -9.89 km/s
Distance: 4.63 AU
MagR: 15.6
",False
Ocultation by Ananke,05/02/2019,18:44,05/02/2019,18:44,False,"Coord Star: 17 34 26.6134 -22 16 15.2120
C/A: 0.001 arcsec
P/A 356.56 deg
Velocity: -10.89 km/s
Distance: 4.6 AU
MagR: 15.7
",False
Ocultation by Ananke,05/04/2019,14:25,05/04/2019,14:25,False,"Coord Star: 17 33 48.4752 -22 16 45.8790
C/A: 0.254 arcsec
P/A 356.82 deg
Velocity: -11.57 km/s
Distance: 4.58 AU
MagR: 15.1
",False
Ocultation by Ananke,05/04/2019,14:58,05/04/2019,14:58,False,"Coord Star: 17 33 47.9768 -22 16 45.1850
C/A: 0.821 arcsec
P/A 176.83 deg
Velocity: -11.58 km/s
Distance: 4.58 AU
MagR: 14.8
",False
Ocultation by Ananke,05/07/2019,07:33,05/07/2019,07:33,False,"Coord Star: 17 32 47.0862 -22 17 31.3980
C/A: 0.823 arcsec
P/A 357.13 deg
Velocity: -12.55 km/s
Distance: 4.56 AU
MagR: 15.7
",False
Ocultation by Ananke,05/09/2019,23:13,05/09/2019,23:13,False,"Coord Star: 17 31 42.0462 -22 18 12.3240
C/A: 1.48 arcsec
P/A 177.38 deg
Velocity: -13.45 km/s
Distance: 4.54 AU
MagR: 15.8
",False
Ocultation by Ananke,05/11/2019,05:50,05/11/2019,05:50,False,"Coord Star: 17 31 09.0812 -22 18 35.3200
C/A: 1.057 arcsec
P/A 357.5 deg
Velocity: -13.86 km/s
Distance: 4.53 AU
MagR: 15.8
",False
Ocultation by Ananke,05/13/2019,07:42,05/13/2019,07:42,False,"Coord Star: 17 30 13.1810 -22 19 08.7350
C/A: 1.738 arcsec
P/A 357.67 deg
Velocity: -14.49 km/s
Distance: 4.51 AU
MagR: 15.1
",False
Ocultation by Ananke,05/17/2019,17:23,05/17/2019,17:23,False,"Coord Star: 17 28 06.1255 -22 20 14.3320
C/A: 0.844 arcsec
P/A 358.0 deg
Velocity: -15.71 km/s
Distance: 4.48 AU
MagR: 15.5
",False
Ocultation by Ananke,05/17/2019,21:49,05/17/2019,21:49,False,"Coord Star: 17 28 00.5514 -22 20 15.1240
C/A: 1.052 arcsec
P/A 178.02 deg
Velocity: -15.76 km/s
Distance: 4.48 AU
MagR: 16.0
",False
Ocultation by Ananke,05/18/2019,18:09,05/18/2019,18:09,False,"Coord Star: 17 27 34.7768 -22 20 29.5470
C/A: 1.16 arcsec
P/A 358.08 deg
Velocity: -15.97 km/s
Distance: 4.47 AU
MagR: 14.9
",False
Ocultation by Ananke,05/20/2019,17:48,05/20/2019,17:48,False,"Coord Star: 17 26 32.9471 -22 20 54.7400
C/A: 1.44 arcsec
P/A 178.22 deg
Velocity: -16.44 km/s
Distance: 4.46 AU
MagR: 19.8
",False
Ocultation by Ananke,05/20/2019,23:31,05/20/2019,23:31,False,"Coord Star: 17 26 25.4002 -22 20 58.5220
C/A: 0.911 arcsec
P/A 178.23 deg
Velocity: -16.5 km/s
Distance: 4.46 AU
MagR: 15.2
",False
Ocultation by Ananke,05/24/2019,01:18,05/24/2019,01:18,False,"Coord Star: 17 24 45.5839 -22 21 40.1030
C/A: 0.361 arcsec
P/A 358.43 deg
Velocity: -17.16 km/s
Distance: 4.44 AU
MagR: 16.3
",False
